geneSymbol,cluster.name,comb.ES,comb.p,comb.padj,comb.ES.rank,comb.positive.freq,sig.N,sig.freq,total.N,ES.max,ES.max.p.adj,TF,kinase,epigenetic regulation,secretory,membrane,enzyme,drug target (FDA),drug target (potential)
ZCRB1,CD4.c20(TNFRSF9+ Treg),0.20 ,4.33E-57,1.20E-55,973,30.04%,11,0.55 ,20,0.29 ,2.14E-02,,,,,,,,
UBA1,CD4.c20(TNFRSF9+ Treg),0.20 ,6.62E-41,7.84E-40,974,32.68%,13,0.65 ,20,0.40 ,5.09E-04,,,,,TRUE,TRUE,,TRUE
GTF2A2,CD4.c20(TNFRSF9+ Treg),0.20 ,5.88E-45,8.35E-44,975,43.74%,12,0.60 ,20,0.49 ,7.28E-09,,,,,,,,
HIBCH,CD4.c20(TNFRSF9+ Treg),0.20 ,2.45E-32,1.91E-31,976,21.41%,10,0.50 ,20,0.49 ,1.04E-08,,,,,,TRUE,,TRUE
ABI1,CD4.c20(TNFRSF9+ Treg),0.20 ,4.90E-79,4.81E-77,977,42.20%,15,0.75 ,20,0.36 ,2.26E-06,,,,,,,,
NDUFB5,CD4.c20(TNFRSF9+ Treg),0.20 ,4.27E-58,1.27E-56,978,36.50%,15,0.75 ,20,0.34 ,5.36E-03,,,,,TRUE,,,
WDTC1,CD4.c20(TNFRSF9+ Treg),0.20 ,2.27E-31,1.68E-30,979,14.59%,12,0.60 ,20,0.41 ,6.61E-70,,,,,,,,
CCT3,CD4.c20(TNFRSF9+ Treg),0.20 ,1.75E-52,3.74E-51,980,47.31%,13,0.65 ,20,0.31 ,5.11E-04,,,,,,,,
RAB7A,CD4.c20(TNFRSF9+ Treg),0.20 ,2.25E-56,6.00E-55,981,49.90%,13,0.65 ,20,0.44 ,3.76E-07,,,,,,,,
RAP1GDS1,CD4.c20(TNFRSF9+ Treg),0.20 ,5.45E-34,4.62E-33,982,28.84%,10,0.50 ,20,0.52 ,7.61E-10,,,,,,,,
PHLPP1,CD4.c20(TNFRSF9+ Treg),0.20 ,1.05E-29,7.10E-29,983,4.37%,9,0.45 ,20,0.38 ,4.36E-22,,,,,,TRUE,,
ORMDL3,CD4.c20(TNFRSF9+ Treg),0.20 ,3.27E-20,1.35E-19,984,29.22%,12,0.60 ,20,0.62 ,1.84E-13,,,,,TRUE,,,
RIN3,CD4.c20(TNFRSF9+ Treg),0.20 ,1.32E-19,5.25E-19,985,16.29%,13,0.65 ,20,0.44 ,2.94E-80,,,,,,,,
LMAN2,CD4.c20(TNFRSF9+ Treg),0.20 ,2.17E-53,4.96E-52,986,49.92%,11,0.55 ,20,0.38 ,1.85E-05,,,,,TRUE,,,
HBP1,CD4.c20(TNFRSF9+ Treg),0.20 ,2.84E-35,2.57E-34,987,38.39%,13,0.65 ,20,0.61 ,2.15E-13,TRUE,,,,,,,
CDC42,CD4.c20(TNFRSF9+ Treg),0.20 ,7.88E-44,1.08E-42,988,52.92%,8,0.40 ,20,0.47 ,1.06E-02,,,,,,,,
RHOF,CD4.c20(TNFRSF9+ Treg),0.20 ,4.57E-20,1.88E-19,989,47.12%,11,0.55 ,20,0.66 ,8.70E-27,,,,,,,,
ARHGDIB,CD4.c20(TNFRSF9+ Treg),0.20 ,9.71E-25,5.18E-24,990,47.64%,12,0.60 ,20,0.64 ,1.88E-25,,,,,,,,
SASH3,CD4.c20(TNFRSF9+ Treg),0.20 ,1.32E-56,3.59E-55,991,38.58%,9,0.45 ,20,0.35 ,9.17E-02,,,,,,,,
H2AFY,CD4.c20(TNFRSF9+ Treg),0.20 ,1.07E-55,2.76E-54,992,41.86%,14,0.70 ,20,0.45 ,6.39E-05,,,,,,,,
COCH,CD4.c20(TNFRSF9+ Treg),0.20 ,3.28E-09,7.30E-09,993,5.28%,7,0.35 ,20,0.57 ,3.69E-20,,,,TRUE,,,,TRUE
COMMD1,CD4.c20(TNFRSF9+ Treg),0.20 ,5.04E-39,5.48E-38,994,30.64%,11,0.55 ,20,0.42 ,9.85E-07,,,,,,,,
NPC2,CD4.c20(TNFRSF9+ Treg),0.20 ,2.86E-17,1.01E-16,995,34.29%,10,0.50 ,20,0.75 ,1.30E-19,,,,TRUE,,,,TRUE
CCR6,CD4.c20(TNFRSF9+ Treg),0.20 ,9.88E-12,2.56E-11,996,36.30%,10,0.50 ,20,0.87 ,2.73E-46,,,,,TRUE,,,
SNRNP35,CD4.c20(TNFRSF9+ Treg),0.20 ,2.17E-61,7.48E-60,997,22.08%,14,0.70 ,20,0.47 ,6.56E-14,,,,,,,,
MPST,CD4.c20(TNFRSF9+ Treg),0.20 ,2.92E-27,1.77E-26,998,16.91%,9,0.45 ,20,0.55 ,4.84E-11,,,,,,TRUE,,TRUE
FYCO1,CD4.c20(TNFRSF9+ Treg),0.20 ,1.27E-30,9.08E-30,999,14.88%,10,0.50 ,20,0.35 ,5.64E-03,,,,,,,,
COA3,CD4.c20(TNFRSF9+ Treg),0.20 ,1.47E-26,8.57E-26,1000,27.63%,11,0.55 ,20,0.58 ,6.42E-12,,,,,TRUE,,,
KBTBD8,CD4.c20(TNFRSF9+ Treg),0.20 ,2.53E-25,1.39E-24,1001,7.91%,11,0.55 ,20,0.51 ,2.40E-03,,,,,,,,
DECR1,CD4.c20(TNFRSF9+ Treg),0.20 ,7.12E-62,2.56E-60,1002,35.55%,13,0.65 ,20,0.35 ,6.00E-05,,,,,,TRUE,,TRUE
ILF2,CD4.c20(TNFRSF9+ Treg),0.20 ,3.62E-37,3.63E-36,1003,47.77%,10,0.50 ,20,0.41 ,3.38E-04,,,,,,,,
ACTR1B,CD4.c20(TNFRSF9+ Treg),0.20 ,7.29E-53,1.60E-51,1004,28.72%,13,0.65 ,20,0.32 ,3.66E-04,,,,,,,,
NF2,CD4.c20(TNFRSF9+ Treg),0.20 ,1.63E-39,1.82E-38,1005,15.42%,12,0.60 ,20,0.40 ,4.06E-02,,,,,,,,
ARF5,CD4.c20(TNFRSF9+ Treg),0.20 ,3.81E-33,3.08E-32,1006,49.99%,11,0.55 ,20,0.45 ,1.47E-02,,,,,,,,
NDUFA2,CD4.c20(TNFRSF9+ Treg),0.20 ,8.05E-61,2.66E-59,1007,45.98%,12,0.60 ,20,0.42 ,8.73E-07,,,,,,,,
PPP1R7,CD4.c20(TNFRSF9+ Treg),0.20 ,3.60E-80,3.75E-78,1008,37.45%,11,0.55 ,20,0.29 ,2.31E-01,,,,,,,,
AUP1,CD4.c20(TNFRSF9+ Treg),0.20 ,4.04E-34,3.45E-33,1009,46.76%,15,0.75 ,20,0.35 ,9.36E-92,,,,,TRUE,,,
XRCC5,CD4.c20(TNFRSF9+ Treg),0.20 ,3.84E-52,8.03E-51,1010,51.99%,13,0.65 ,20,0.28 ,4.61E-37,,,,,,,,
TNFRSF14,CD4.c20(TNFRSF9+ Treg),0.20 ,7.30E-62,2.61E-60,1011,45.49%,15,0.75 ,20,0.31 ,3.10E-06,,,,,TRUE,,,
GHITM,CD4.c20(TNFRSF9+ Treg),0.20 ,6.98E-63,2.68E-61,1012,52.06%,13,0.65 ,20,0.28 ,2.09E-03,,,,,TRUE,,,
PVT1,CD4.c20(TNFRSF9+ Treg),0.20 ,3.21E-21,1.40E-20,1013,24.05%,10,0.50 ,20,0.65 ,3.92E-26,,,,,,,,
DNAJB4,CD4.c20(TNFRSF9+ Treg),0.20 ,2.34E-24,1.22E-23,1014,24.36%,11,0.55 ,20,0.78 ,7.08E-14,,,,,,,,
SETBP1,CD4.c20(TNFRSF9+ Treg),0.20 ,7.57E-13,2.09E-12,1015,3.60%,7,0.35 ,20,0.68 ,6.81E-05,TRUE,,,,,,,
TMEM136,CD4.c20(TNFRSF9+ Treg),0.20 ,3.16E-30,2.22E-29,1016,3.51%,13,0.65 ,20,0.53 ,1.15E-06,,,,,TRUE,,,
CRTAP,CD4.c20(TNFRSF9+ Treg),0.20 ,1.48E-18,5.59E-18,1017,33.28%,9,0.45 ,20,0.38 ,6.48E-107,,,,TRUE,,,,
CPEB4,CD4.c20(TNFRSF9+ Treg),0.20 ,2.44E-36,2.36E-35,1018,12.57%,10,0.50 ,20,0.40 ,3.67E-06,,,,,,,,
CFL1,CD4.c20(TNFRSF9+ Treg),0.20 ,6.99E-27,4.12E-26,1019,48.39%,12,0.60 ,20,0.45 ,5.77E-13,,,,,,,,
BANP,CD4.c20(TNFRSF9+ Treg),0.20 ,6.91E-13,1.91E-12,1020,21.40%,8,0.40 ,20,0.64 ,4.79E-162,,,,,,,,
AURKAIP1,CD4.c20(TNFRSF9+ Treg),0.20 ,1.07E-54,2.64E-53,1021,47.00%,12,0.60 ,20,0.28 ,3.51E-47,,,,,,,,
TAB2,CD4.c20(TNFRSF9+ Treg),0.20 ,1.44E-19,5.72E-19,1022,24.83%,9,0.45 ,20,0.37 ,1.03E-29,,,,,,,,
TIAM1,CD4.c20(TNFRSF9+ Treg),0.20 ,3.03E-13,8.56E-13,1023,25.29%,5,0.25 ,20,0.42 ,8.75E-13,,,,,,,,
SIGLEC12,CD4.c20(TNFRSF9+ Treg),0.20 ,9.92E-11,2.43E-10,1024,1.70%,6,0.30 ,20,0.35 ,2.41E-03,,,,,TRUE,,,
EPAS1,CD4.c20(TNFRSF9+ Treg),0.20 ,2.95E-09,6.59E-09,1025,10.42%,7,0.35 ,20,0.70 ,2.85E-11,TRUE,,,,,,,
MTHFD2,CD4.c20(TNFRSF9+ Treg),0.20 ,8.54E-33,6.78E-32,1026,40.18%,11,0.55 ,20,0.77 ,1.82E-13,,,,,,TRUE,,
PBX4,CD4.c20(TNFRSF9+ Treg),0.20 ,8.77E-12,2.27E-11,1027,37.01%,7,0.35 ,20,0.81 ,5.15E-15,TRUE,,,,,,,
ATP2C1,CD4.c20(TNFRSF9+ Treg),0.20 ,4.31E-47,6.75E-46,1028,17.38%,14,0.70 ,20,0.45 ,7.66E-05,,,,,TRUE,TRUE,TRUE,
PSMC1,CD4.c20(TNFRSF9+ Treg),0.20 ,3.18E-42,4.00E-41,1029,33.79%,10,0.50 ,20,0.54 ,9.28E-07,,,,,,,,
BID,CD4.c20(TNFRSF9+ Treg),0.20 ,7.64E-28,4.76E-27,1030,20.48%,10,0.50 ,20,0.46 ,1.48E-13,,,,,,,,
NME3,CD4.c20(TNFRSF9+ Treg),0.20 ,6.36E-34,5.36E-33,1031,39.51%,9,0.45 ,20,0.36 ,2.50E-25,,TRUE,,,,TRUE,,
CCDC69,CD4.c20(TNFRSF9+ Treg),0.20 ,5.03E-25,2.72E-24,1032,29.10%,10,0.50 ,20,0.39 ,1.83E-74,,,,,,,,
HNRNPR,CD4.c20(TNFRSF9+ Treg),0.20 ,6.98E-32,5.33E-31,1033,49.11%,11,0.55 ,20,0.34 ,1.47E-04,,,,,,,,
IRF2,CD4.c20(TNFRSF9+ Treg),0.20 ,6.15E-69,3.32E-67,1034,33.35%,13,0.65 ,20,0.44 ,4.12E-07,TRUE,,,,,,,
ASCC1,CD4.c20(TNFRSF9+ Treg),0.20 ,1.24E-90,2.01E-88,1035,20.31%,12,0.60 ,20,0.27 ,2.86E-01,,,,,,,,
VTI1B,CD4.c20(TNFRSF9+ Treg),0.20 ,9.32E-49,1.62E-47,1036,32.20%,11,0.55 ,20,0.35 ,3.55E-03,,,,,TRUE,,,
PSMB7,CD4.c20(TNFRSF9+ Treg),0.20 ,3.34E-69,1.84E-67,1037,36.09%,14,0.70 ,20,0.27 ,4.01E-02,,,,,,TRUE,,
AK3,CD4.c20(TNFRSF9+ Treg),0.20 ,1.11E-20,4.70E-20,1038,26.65%,9,0.45 ,20,0.51 ,2.87E-103,,TRUE,,,,TRUE,,
NCK2,CD4.c20(TNFRSF9+ Treg),0.20 ,2.50E-28,1.60E-27,1039,19.73%,10,0.50 ,20,0.46 ,3.48E-05,,,,,,,,
TALDO1,CD4.c20(TNFRSF9+ Treg),0.20 ,3.36E-40,3.85E-39,1040,46.36%,11,0.55 ,20,0.31 ,6.07E-04,,,,,,TRUE,,TRUE
SF3B5,CD4.c20(TNFRSF9+ Treg),0.20 ,6.50E-54,1.53E-52,1041,48.89%,12,0.60 ,20,0.53 ,2.88E-10,,,,,,,,
C7orf50,CD4.c20(TNFRSF9+ Treg),0.20 ,5.35E-29,3.54E-28,1042,26.40%,11,0.55 ,20,0.57 ,1.52E-11,,,,,,,,
BCL2L11,CD4.c20(TNFRSF9+ Treg),0.20 ,3.97E-31,2.91E-30,1043,23.25%,11,0.55 ,20,0.56 ,1.76E-19,,,,,,,,
CENPM,CD4.c20(TNFRSF9+ Treg),0.20 ,1.10E-32,8.65E-32,1044,16.33%,11,0.55 ,20,0.62 ,4.80E-09,,,,,,,,
CCDC28A,CD4.c20(TNFRSF9+ Treg),0.20 ,7.09E-29,4.65E-28,1045,26.97%,11,0.55 ,20,0.52 ,6.52E-10,,,,,,,,
NDUFA11,CD4.c20(TNFRSF9+ Treg),0.20 ,5.78E-52,1.19E-50,1046,40.97%,13,0.65 ,20,0.33 ,1.92E-04,,,,,TRUE,,,
EIF6,CD4.c20(TNFRSF9+ Treg),0.20 ,1.39E-50,2.66E-49,1047,36.66%,12,0.60 ,20,0.34 ,1.05E-01,,,TRUE,,,,,
ZNHIT1,CD4.c20(TNFRSF9+ Treg),0.20 ,2.49E-42,3.14E-41,1048,42.13%,9,0.45 ,20,0.39 ,9.62E-06,,,,,,,,
PMM1,CD4.c20(TNFRSF9+ Treg),0.20 ,3.35E-37,3.37E-36,1049,21.56%,11,0.55 ,20,0.48 ,1.56E-08,,,,,,TRUE,,
C14orf119,CD4.c20(TNFRSF9+ Treg),0.20 ,1.20E-55,3.09E-54,1050,34.62%,12,0.60 ,20,0.46 ,1.23E-02,,,,,,,,
BUD31,CD4.c20(TNFRSF9+ Treg),0.20 ,8.39E-43,1.08E-41,1051,43.80%,13,0.65 ,20,0.40 ,6.89E-04,,,,,,,,
SLIRP,CD4.c20(TNFRSF9+ Treg),0.20 ,8.86E-42,1.09E-40,1052,36.50%,9,0.45 ,20,0.32 ,2.34E-01,,,,,,,,
PSMA3,CD4.c20(TNFRSF9+ Treg),0.20 ,3.74E-48,6.24E-47,1053,43.73%,13,0.65 ,20,0.47 ,2.70E-05,,,,,,TRUE,,
HADHA,CD4.c20(TNFRSF9+ Treg),0.19 ,6.84E-38,7.14E-37,1054,45.96%,11,0.55 ,20,0.37 ,6.89E-02,,,,,,TRUE,,TRUE
ARPC1A,CD4.c20(TNFRSF9+ Treg),0.19 ,3.64E-28,2.30E-27,1055,30.59%,12,0.60 ,20,0.33 ,1.71E-05,,,,,,,,
CTSV,CD4.c20(TNFRSF9+ Treg),0.19 ,9.06E-14,2.63E-13,1056,2.28%,11,0.55 ,20,0.42 ,5.82E-35,,,,,,TRUE,,
TPM3,CD4.c20(TNFRSF9+ Treg),0.19 ,7.11E-34,5.97E-33,1057,52.16%,10,0.50 ,20,0.45 ,4.12E-03,,,,,,,,
NAGK,CD4.c20(TNFRSF9+ Treg),0.19 ,9.39E-37,9.24E-36,1058,23.06%,12,0.60 ,20,0.56 ,2.96E-07,,TRUE,,,,TRUE,,
SYT11,CD4.c20(TNFRSF9+ Treg),0.19 ,4.89E-17,1.70E-16,1059,21.89%,8,0.40 ,20,0.38 ,1.44E-03,,,,,,,,
FAM96A,CD4.c20(TNFRSF9+ Treg),0.19 ,4.54E-32,3.49E-31,1060,36.58%,9,0.45 ,20,0.55 ,5.51E-11,,,,,,,,
ZBTB24,CD4.c20(TNFRSF9+ Treg),0.19 ,3.56E-41,4.27E-40,1061,16.71%,11,0.55 ,20,0.41 ,1.38E-10,TRUE,,,,,,,
MGME1,CD4.c20(TNFRSF9+ Treg),0.19 ,3.04E-27,1.84E-26,1062,12.34%,10,0.50 ,20,0.67 ,2.62E-10,,,,,,,,
DNAJA2,CD4.c20(TNFRSF9+ Treg),0.19 ,1.17E-52,2.55E-51,1063,43.49%,12,0.60 ,20,0.31 ,1.17E-58,,,,,,,,
RER1,CD4.c20(TNFRSF9+ Treg),0.19 ,1.52E-57,4.31E-56,1064,42.69%,12,0.60 ,20,0.39 ,8.13E-06,,,,,TRUE,,,
LCP2,CD4.c20(TNFRSF9+ Treg),0.19 ,1.08E-20,4.55E-20,1065,48.82%,10,0.50 ,20,0.54 ,1.33E-10,,,,,,,,
TSG101,CD4.c20(TNFRSF9+ Treg),0.19 ,4.52E-51,8.94E-50,1066,27.61%,12,0.60 ,20,0.36 ,5.43E-05,,,,,,,,
PSMC4,CD4.c20(TNFRSF9+ Treg),0.19 ,2.24E-45,3.24E-44,1067,39.64%,11,0.55 ,20,0.29 ,5.33E-65,,,,,,,,
PDCD6,CD4.c20(TNFRSF9+ Treg),0.19 ,7.53E-45,1.06E-43,1068,45.89%,11,0.55 ,20,0.39 ,9.91E-06,,,,,,,,
ZNRF2,CD4.c20(TNFRSF9+ Treg),0.19 ,4.84E-42,6.05E-41,1069,8.04%,9,0.45 ,20,0.28 ,1.52E-01,,,,,,TRUE,,
TM2D3,CD4.c20(TNFRSF9+ Treg),0.19 ,2.14E-29,1.44E-28,1070,33.92%,9,0.45 ,20,0.29 ,6.23E-35,,,,,TRUE,,,
MCAM,CD4.c20(TNFRSF9+ Treg),0.19 ,6.47E-12,1.69E-11,1071,7.88%,8,0.40 ,20,0.68 ,1.51E-10,,,,,TRUE,,,
ACADVL,CD4.c20(TNFRSF9+ Treg),0.19 ,4.09E-33,3.31E-32,1072,39.14%,10,0.50 ,20,0.28 ,6.26E-39,,,,,,TRUE,,TRUE
VPS54,CD4.c20(TNFRSF9+ Treg),0.19 ,1.04E-26,6.11E-26,1073,7.65%,8,0.40 ,20,0.39 ,1.43E-09,,,,,,,,
PARP1,CD4.c20(TNFRSF9+ Treg),0.19 ,1.09E-23,5.48E-23,1074,44.04%,11,0.55 ,20,0.39 ,9.41E-04,TRUE,,,,,TRUE,TRUE,
MTCH2,CD4.c20(TNFRSF9+ Treg),0.19 ,4.27E-57,1.18E-55,1075,28.07%,13,0.65 ,20,0.37 ,2.70E-05,,,,,TRUE,,,
TMSB10,CD4.c20(TNFRSF9+ Treg),0.19 ,1.56E-11,4.00E-11,1076,47.20%,8,0.40 ,20,0.63 ,8.40E-25,,,,,,,,
RBBP7,CD4.c20(TNFRSF9+ Treg),0.19 ,1.24E-34,1.09E-33,1077,33.96%,10,0.50 ,20,0.41 ,1.31E-02,,,TRUE,,,,,
PLIN3,CD4.c20(TNFRSF9+ Treg),0.19 ,5.24E-28,3.29E-27,1078,18.32%,11,0.55 ,20,0.45 ,1.27E-07,,,,,,,TRUE,
SWAP70,CD4.c20(TNFRSF9+ Treg),0.19 ,8.98E-24,4.54E-23,1079,6.35%,7,0.35 ,20,0.59 ,4.70E-08,,,,,,,,
PRELID1,CD4.c20(TNFRSF9+ Treg),0.19 ,2.68E-37,2.71E-36,1080,50.14%,11,0.55 ,20,0.38 ,1.44E-03,,,,,,,,
ACAA1,CD4.c20(TNFRSF9+ Treg),0.19 ,5.58E-42,6.95E-41,1081,29.66%,11,0.55 ,20,0.36 ,9.38E-07,,,,,,TRUE,TRUE,
TRAF2,CD4.c20(TNFRSF9+ Treg),0.19 ,1.91E-52,4.07E-51,1082,17.07%,13,0.65 ,20,0.31 ,3.44E-39,,,,,,TRUE,,
SNRPE,CD4.c20(TNFRSF9+ Treg),0.19 ,1.20E-36,1.18E-35,1083,39.31%,11,0.55 ,20,0.30 ,8.86E-64,,,,,,,,
SGSH,CD4.c20(TNFRSF9+ Treg),0.19 ,6.23E-24,3.17E-23,1084,14.80%,10,0.50 ,20,0.37 ,2.60E-05,,,,,,TRUE,,TRUE
XRCC6,CD4.c20(TNFRSF9+ Treg),0.19 ,7.83E-64,3.20E-62,1085,52.43%,13,0.65 ,20,0.39 ,8.06E-04,,,,,,,,
NPC1,CD4.c20(TNFRSF9+ Treg),0.19 ,3.11E-22,1.44E-21,1086,22.09%,8,0.40 ,20,0.47 ,2.76E-05,,,,,TRUE,,,TRUE
PDLIM7,CD4.c20(TNFRSF9+ Treg),0.19 ,3.07E-22,1.42E-21,1087,10.50%,9,0.45 ,20,0.59 ,4.04E-08,,,,,,,,
PAPOLA,CD4.c20(TNFRSF9+ Treg),0.19 ,1.34E-61,4.68E-60,1088,48.88%,13,0.65 ,20,0.38 ,1.28E-05,,,,,TRUE,TRUE,,
MIEN1,CD4.c20(TNFRSF9+ Treg),0.19 ,3.01E-53,6.75E-52,1089,38.19%,10,0.50 ,20,0.37 ,1.89E-03,,,,,,,,
CCT6A,CD4.c20(TNFRSF9+ Treg),0.19 ,9.50E-36,8.83E-35,1090,46.71%,9,0.45 ,20,0.38 ,2.71E-02,,,,,,,,
ABHD10,CD4.c20(TNFRSF9+ Treg),0.19 ,9.04E-26,5.06E-25,1091,12.21%,8,0.40 ,20,0.58 ,4.73E-12,,,,,,TRUE,,
APOLD1,CD4.c20(TNFRSF9+ Treg),0.19 ,4.59E-31,3.35E-30,1092,11.04%,8,0.40 ,20,0.32 ,9.55E-03,,,,,TRUE,,,
EIF3I,CD4.c20(TNFRSF9+ Treg),0.19 ,1.07E-56,2.92E-55,1093,48.53%,13,0.65 ,20,0.29 ,1.80E-05,,,,,,,,
TMEM60,CD4.c20(TNFRSF9+ Treg),0.19 ,3.41E-36,3.27E-35,1094,18.80%,10,0.50 ,20,0.36 ,4.02E-05,,,,,TRUE,,,
PTER,CD4.c20(TNFRSF9+ Treg),0.19 ,8.36E-42,1.03E-40,1095,10.62%,12,0.60 ,20,0.30 ,1.11E-03,,,,,,,,
TMED3,CD4.c20(TNFRSF9+ Treg),0.19 ,4.13E-45,5.90E-44,1096,24.81%,12,0.60 ,20,0.39 ,6.83E-06,,,,,TRUE,,,
ATP5J,CD4.c20(TNFRSF9+ Treg),0.19 ,1.22E-35,1.12E-34,1097,51.15%,12,0.60 ,20,0.48 ,1.38E-05,,,,,,,,
AIP,CD4.c20(TNFRSF9+ Treg),0.19 ,1.07E-30,7.72E-30,1098,44.98%,10,0.50 ,20,0.64 ,1.24E-14,,,,,,,,
PIK3R3,CD4.c20(TNFRSF9+ Treg),0.19 ,2.40E-16,8.04E-16,1099,8.00%,8,0.40 ,20,0.34 ,1.34E-88,,TRUE,,,,,,
DAPP1,CD4.c20(TNFRSF9+ Treg),0.19 ,2.44E-30,1.72E-29,1100,20.80%,9,0.45 ,20,0.45 ,5.79E-05,,,,,,,,
TMEM179B,CD4.c20(TNFRSF9+ Treg),0.19 ,1.99E-36,1.93E-35,1101,38.50%,11,0.55 ,20,0.56 ,3.18E-11,,,,,TRUE,,,
TIMM17A,CD4.c20(TNFRSF9+ Treg),0.19 ,9.79E-45,1.38E-43,1102,30.83%,13,0.65 ,20,0.46 ,3.94E-05,,,,,TRUE,,,
TPR,CD4.c20(TNFRSF9+ Treg),0.19 ,6.27E-63,2.41E-61,1103,47.84%,9,0.45 ,20,0.27 ,5.11E-07,,,TRUE,,,,,TRUE
RBPJ,CD4.c20(TNFRSF9+ Treg),0.19 ,2.73E-04,4.29E-04,1104,43.08%,9,0.45 ,20,1.01 ,6.62E-23,TRUE,,,,,,,
ZMYND8,CD4.c20(TNFRSF9+ Treg),0.19 ,1.48E-42,1.89E-41,1105,17.86%,11,0.55 ,20,0.35 ,7.30E-05,,,,,,,,
LSM2,CD4.c20(TNFRSF9+ Treg),0.19 ,1.53E-28,9.88E-28,1106,36.91%,9,0.45 ,20,0.40 ,5.58E-06,,,,,,,,
FMNL3,CD4.c20(TNFRSF9+ Treg),0.19 ,6.01E-24,3.06E-23,1107,15.23%,7,0.35 ,20,0.35 ,6.65E-05,,,,,,,,
PIGT,CD4.c20(TNFRSF9+ Treg),0.19 ,3.15E-57,8.81E-56,1108,29.84%,13,0.65 ,20,0.29 ,2.96E-04,,,,,TRUE,,,
CYBA,CD4.c20(TNFRSF9+ Treg),0.19 ,2.13E-19,8.40E-19,1109,48.54%,11,0.55 ,20,0.44 ,1.10E-04,,,,,TRUE,,,TRUE
PREX1,CD4.c20(TNFRSF9+ Treg),0.19 ,4.41E-27,2.64E-26,1110,29.23%,7,0.35 ,20,0.37 ,1.62E-03,,,,,,,,
NCALD,CD4.c20(TNFRSF9+ Treg),0.19 ,5.58E-19,2.15E-18,1111,12.64%,9,0.45 ,20,0.41 ,5.97E-04,,,,,,,,
NRIP1,CD4.c20(TNFRSF9+ Treg),0.19 ,1.31E-08,2.78E-08,1112,11.86%,7,0.35 ,20,0.58 ,3.49E-156,,,,,,,,
SNRPD1,CD4.c20(TNFRSF9+ Treg),0.19 ,7.46E-34,6.26E-33,1113,42.84%,12,0.60 ,20,0.34 ,1.60E-04,,,,,,,,
CHCHD1,CD4.c20(TNFRSF9+ Treg),0.19 ,5.61E-64,2.32E-62,1114,27.71%,12,0.60 ,20,0.37 ,7.11E-02,,,,,,,,
REC8,CD4.c20(TNFRSF9+ Treg),0.19 ,8.39E-14,2.45E-13,1115,10.16%,7,0.35 ,20,0.68 ,2.93E-16,,,,,,,,
TMBIM4,CD4.c20(TNFRSF9+ Treg),0.19 ,4.37E-18,1.61E-17,1116,38.24%,10,0.50 ,20,0.52 ,1.78E-06,,,,,TRUE,,,
HMGN2,CD4.c20(TNFRSF9+ Treg),0.19 ,1.69E-19,6.68E-19,1117,46.98%,8,0.40 ,20,0.50 ,3.08E-09,,,,,,,,
MINPP1,CD4.c20(TNFRSF9+ Treg),0.19 ,4.58E-34,3.90E-33,1118,12.25%,10,0.50 ,20,0.40 ,5.67E-06,,,,,,TRUE,,TRUE
ACTR1A,CD4.c20(TNFRSF9+ Treg),0.19 ,1.51E-32,1.18E-31,1119,28.06%,13,0.65 ,20,0.29 ,2.30E-04,,,,,,,,
UFC1,CD4.c20(TNFRSF9+ Treg),0.19 ,2.10E-53,4.80E-52,1120,49.05%,11,0.55 ,20,0.28 ,2.01E-60,,,,,,,,
MGEA5,CD4.c20(TNFRSF9+ Treg),0.19 ,9.22E-35,8.19E-34,1121,40.75%,10,0.50 ,20,0.45 ,1.79E-07,,,,,,TRUE,,
MR1,CD4.c20(TNFRSF9+ Treg),0.19 ,3.48E-35,3.14E-34,1122,15.54%,11,0.55 ,20,0.33 ,2.10E-04,,,,,TRUE,,TRUE,
ARF4,CD4.c20(TNFRSF9+ Treg),0.19 ,4.81E-30,3.34E-29,1123,45.72%,10,0.50 ,20,0.45 ,1.35E-12,,,,,,,,
PDAP1,CD4.c20(TNFRSF9+ Treg),0.19 ,8.30E-26,4.65E-25,1124,41.04%,8,0.40 ,20,0.32 ,1.18E-02,,,,,,,,
SCP2,CD4.c20(TNFRSF9+ Treg),0.19 ,3.35E-51,6.66E-50,1125,45.67%,12,0.60 ,20,0.35 ,9.11E-02,,,,,,TRUE,,TRUE
C14orf2,CD4.c20(TNFRSF9+ Treg),0.19 ,1.16E-41,1.42E-40,1126,48.05%,11,0.55 ,20,0.55 ,6.17E-11,,,,,,,,
CDCA7L,CD4.c20(TNFRSF9+ Treg),0.19 ,2.26E-23,1.11E-22,1127,6.26%,7,0.35 ,20,0.31 ,6.70E-72,,,,,,,,
TRAPPC3,CD4.c20(TNFRSF9+ Treg),0.19 ,7.62E-60,2.43E-58,1128,34.41%,11,0.55 ,20,0.30 ,1.39E-02,,,,,,,,
YPEL2,CD4.c20(TNFRSF9+ Treg),0.19 ,1.53E-15,4.94E-15,1129,22.27%,10,0.50 ,20,0.43 ,7.22E-07,,,,,,,,
MAP4K1,CD4.c20(TNFRSF9+ Treg),0.19 ,1.51E-61,5.25E-60,1130,35.70%,12,0.60 ,20,0.35 ,3.17E-06,,TRUE,,,,TRUE,,
NOL7,CD4.c20(TNFRSF9+ Treg),0.19 ,4.81E-35,4.32E-34,1131,45.61%,12,0.60 ,20,0.51 ,2.29E-09,,,,,,,,
